shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
5000,39.926836884653454,-0.10195155168690917,104
5000,39.9287603396518,-0.1003792208992138,105
5000,39.93305202730099,-0.09650456593544732,106
5000,39.93837679868497,-0.09161912651919124,107
5000,39.94312711644292,-0.08746370241522072,108
5000,39.94951384077979,-0.08167869056796917,109
5000,39.95189317841562,-0.07959136039613668,110
5000,39.955099727923425,-0.07677511938092607,111
5000,39.9582662512359,-0.07381947203481332,112
5000,39.96215655502937,-0.07038975927042657,113
5000,39.96696833382015,-0.06613027349771983,114
5000,39.97065651738873,-0.06274207058388015,115
5000,39.97272324253203,-0.06095809046667,116
5000,39.97354990970368,-0.060432563577677456,117
5000,39.97450374401541,-0.05999001461847797,118
5000,39.97554234846032,-0.0596719325545223,119
5000,39.97871057469595,-0.05965351503317606,120
5000,39.981360129704484,-0.05894844745122896,121
5000,39.98418725173369,-0.05626548338005932,122
5000,39.98650604435238,-0.05371125082561434,123
5000,39.98849004717292,-0.05218128182409032,124
5001,39.98849004717292,-0.05218128182409032,1
5001,39.98650604435238,-0.05371125082561434,2
5001,39.98418725173369,-0.05626548338005932,3
5001,39.981360129704484,-0.05894844745122896,4
5001,39.97871057469595,-0.05965351503317606,5
5001,39.97554234846032,-0.0596719325545223,6
5001,39.97450374401541,-0.05999001461847797,7
5001,39.97354990970368,-0.060432563577677456,8
5001,39.97272324253203,-0.06095809046667,9
5001,39.97065651738873,-0.06274207058388015,10
5001,39.96696833382015,-0.06613027349771983,11
5001,39.96215655502937,-0.07038975927042657,12
5001,39.9582662512359,-0.07381947203481332,13
5001,39.955099727923425,-0.07677511938092607,14
5001,39.95189317841562,-0.07959136039613668,15
5001,39.94951384077979,-0.08167869056796917,16
5001,39.94312711644292,-0.08746370241522072,17
5001,39.93837679868497,-0.09161912651919124,18
5001,39.93305202730099,-0.09650456593544732,19
5001,39.9287603396518,-0.1003792208992138,20
5001,39.926836884653454,-0.10195155168690917,21
5001,39.92558804538416,-0.10247566194973956,22
5001,39.924367893062964,-0.10285002642274321,23
5001,39.92197059159537,-0.10292488742155115,24
5001,39.907218376382616,-0.10234363642877042,25
5001,39.89996007479337,-0.1022112494865155,26
5001,39.89851714917006,-0.1027091170651886,27
5001,39.89746676508591,-0.10323464395301585,28
5001,39.896575517480386,-0.10396761566579471,29
5001,39.89536302338749,-0.10529521965827371,30
5001,39.89212734224921,-0.10891514714575123,31
5001,39.88220620435544,-0.1201582968400885,32
5001,39.870483247709586,-0.1333360616883965,33
5001,39.86654608419718,-0.13772796031474854,34
5001,39.86335387805633,-0.141227584084902,35
5001,39.85555560645918,-0.14983808887168948,36
5001,39.853802406223934,-0.15177052426730597,37
5001,39.85239981379186,-0.15268403918116746,38
5001,39.85113206135733,-0.15331647258346948,39
5001,39.84208794534953,-0.15599409007612053,40
5001,39.82867892078602,-0.15992914760443,41
5001,39.81505138997656,-0.16403987053175229,42
5001,39.81146190851243,-0.16597230592734036,43
5001,39.80843904189351,-0.16808041726827128,44
5001,39.8054699927732,-0.171031663617498,45
5001,39.79237776279746,-0.18227482682470963,46
5001,39.77906657710949,-0.1931569611656414,47
5001,39.76521312991727,-0.20513799206150907,48
5001,39.75697420946335,-0.2120526038656294,49
5001,39.74597996738308,-0.2199930592798296,50
5001,39.73229836913745,-0.23006614075015364,51
5001,39.71740852489657,-0.24106338396805427,52
5001,39.7034075151177,-0.2512525079469299,53
5001,39.688132908400604,-0.2622146050365757,54
5001,39.68123796426036,-0.2673443426322706,55
5001,39.67442643152924,-0.27215780933821065,56
5001,39.66947738278654,-0.2752497059712482,57
5001,39.667660231594255,-0.275815354822015,58
5001,39.667660231594255,-0.275815354822015,59
5001,39.66101377307248,-0.27829502779260906,60
5001,39.649496705596164,-0.283480415275676,61
5001,39.64489221669487,-0.28549694984948815,62
5001,39.633916369314306,-0.2932984219679611,63
5001,39.62764249190931,-0.29763089823035216,64
5001,39.621454127846846,-0.30214013346866864,65
5001,39.617994470470336,-0.30462737206082124,66
5001,39.61540159088119,-0.30630051904995526,67
5001,39.614430275698055,-0.3067650452283317,68
5001,39.613126629733614,-0.30713004155026624,69
5001,39.61174627195297,-0.3075945823220252,70
5001,39.609226731300055,-0.3080886555264044,71
5001,39.59646942824796,-0.31027861988212635,72
5001,39.5818923666416,-0.3129866442404534,73
5001,39.56874634564204,-0.31557476923563854,74
5001,39.55600779822447,-0.3181976415343115,75
5001,39.542275889880926,-0.32052552567947146,76
5001,39.52884083900241,-0.32331270180341676,77
5001,39.51012490850013,-0.32683307287010166,78
5001,39.496739360527755,-0.32929863074613763,79
5001,39.48620190615392,-0.3314510812919593,80
5001,39.48129388372189,-0.3325272470625009,81
5001,39.47951527411897,-0.33232454934804423,82
5001,39.47076697366967,-0.3342134163149524,83
5001,39.46755443469456,-0.33474467146481857,84
5001,39.464751885951614,-0.33607280933949824,85
5001,39.46320246096411,-0.33805025906437436,86
5001,39.460787098787705,-0.3399095811029156,87
5001,39.45716391759473,-0.34094257868895284,88
5001,39.4529252406204,-0.34179848976458516,89
5001,39.451694608643976,-0.3417689755891615,90
5001,39.450782980017834,-0.3413851861877504,91
5001,39.443011162859534,-0.3409129593874809,92
5001,39.44166639093379,-0.3409129593874809,93
5001,39.44064069997674,-0.34141470036192345,94
5001,39.440070865140825,-0.34227061143755577,95
5001,39.43922750102817,-0.343598749312207,96
5001,39.43897676918746,-0.3451039722355631,97
5001,39.43895397533919,-0.34584182661075147,98
5001,39.44116224058328,-0.36852459185490716,99
5001,39.441883720332015,-0.3760746895142688,100
5001,39.442251818528746,-0.37956373882255434,101
5001,39.4424947622735,-0.3809460124548707,102
5001,39.44275979084637,-0.381775376635062,103
5001,39.443032180272525,-0.3824903457552864,104
5001,39.44353278508976,-0.3832625124050537,105
5001,39.44397449223422,-0.3836152305046312,106
5001,39.444556069034604,-0.3839012181528574,107
5001,39.44527751198805,-0.3839202839963036,108
5001,39.44649953095899,-0.38362476342638274,109
5001,39.44730192566908,-0.38355803075126005,110
5001,39.44816937791302,-0.3837713031241208,111
5001,39.44869939039711,-0.38384756607084114,112
5001,39.45096662738803,-0.3829896041574159,113
5001,39.451577589635605,-0.3827989457258525,114
5001,39.45214438114377,-0.38243669470449504,115
5001,39.45270380719856,-0.38191238401594774,116
5001,39.453209989883135,-0.3815711575005878,117
5001,39.45463060836758,-0.3810277875728332,118
5001,39.45700069276751,-0.3804558122763808,119
5001,39.458980608482136,-0.3798552384124605,120
5001,39.46103406727076,-0.37908307176266476,121
5001,39.461765519185946,-0.3788524866841101,122
5001,39.46341209975702,-0.3782795046162448,123
5001,39.465292103074944,-0.377499612358406,124
